split,q0,q1,q2,q3,y
test,137,131,58,212,1
test,118,88,150,139,0
test,141,142,34,206,1
test,199,229,15,115,0
test,199,233,12,85,0
test,57,9,202,125,1
test,18,222,53,52,1
test,187,189,52,168,0
test,6,200,66,23,1
test,125,126,53,225,1
test,120,130,58,222,1
test,97,29,170,180,1
test,173,67,151,193,0
test,67,53,172,227,1
test,201,191,31,187,0
test,201,229,15,106,0
test,123,129,53,218,1
test,98,75,116,211,1
test,210,137,74,252,0
test,120,203,63,169,0
test,120,150,33,187,1
test,144,220,45,168,0
test,92,170,51,176,1
test,203,106,84,224,0
test,76,36,151,156,1
test,136,139,66,193,0
test,67,179,50,88,1
test,57,74,169,179,1
test,97,76,123,232,1
test,119,56,132,221,1
test,144,221,34,104,0
test,15,216,58,115,1
test,204,240,10,91,0
test,78,151,53,153,1
test,39,167,67,168,1
test,211,110,77,225,0
test,147,189,79,196,0
test,68,136,87,195,1
test,129,123,48,219,1
test,30,220,53,63,1
test,192,131,67,210,0
test,74,44,163,186,1
test,189,97,116,213,0
test,204,233,12,90,0
test,130,213,64,113,0
test,134,181,3,51,1
test,174,148,91,221,0
test,115,165,20,119,1
test,92,28,162,170,1
test,201,149,76,227,0
test,134,206,69,183,0
test,125,222,81,99,0
test,206,137,70,247,0
test,82,66,141,220,1
test,155,218,37,191,0
test,84,159,51,135,1
test,84,129,74,230,1
test,163,194,58,205,0
test,125,115,82,233,1
test,132,134,40,218,1
test,89,147,50,176,1
test,9,198,67,24,1
test,115,164,22,130,1
test,82,123,88,200,1
test,207,109,76,221,0
test,112,158,24,172,1
test,61,151,58,144,1
test,63,165,52,118,1
test,189,207,54,143,0
test,209,239,13,102,0
test,90,162,32,146,1
test,96,136,67,237,1
test,143,203,71,191,0
test,122,131,59,201,1
test,93,246,54,16,0
test,64,151,60,145,1
test,40,76,179,184,1
test,190,165,60,202,0
test,219,148,58,243,0
test,165,87,152,159,0
test,40,84,172,191,1
test,101,83,131,208,1
test,169,199,63,151,0
test,127,117,146,203,0
test,96,145,61,178,1
test,202,230,13,94,0
test,106,118,90,214,1
test,197,94,106,236,0
test,90,148,57,162,1
test,168,212,58,126,0
test,140,236,43,100,0
test,160,162,61,200,0
test,142,134,38,212,1
test,174,223,21,124,0
test,170,225,24,139,0
test,64,8,203,142,1
test,199,140,81,228,0
test,153,131,129,186,0
test,208,107,82,226,0
test,154,176,83,209,0
test,200,219,10,108,0
test,106,148,135,214,0
test,184,198,55,220,0
test,151,221,35,184,0
test,202,150,58,233,0
test,193,199,46,186,0
test,205,86,95,192,0
test,58,180,48,83,1
test,193,131,86,255,0
test,98,64,122,207,1
test,143,167,10,105,1
test,136,90,108,180,0
test,49,58,190,169,1
test,141,151,22,196,1
test,167,192,62,217,0
test,250,227,10,127,0
test,135,124,147,220,0
test,96,68,114,190,1
test,130,215,74,110,0
test,207,106,80,220,0
test,44,10,242,127,1
test,12,195,70,46,1
test,226,171,41,228,0
test,113,229,71,79,0
test,176,85,128,194,0
test,135,179,4,65,1
test,222,211,29,179,0
test,215,145,59,249,0
test,0,222,60,95,1
test,148,155,112,223,0
test,68,63,184,190,1
test,150,216,47,160,0
test,145,186,76,200,0
test,205,238,15,104,0
test,151,97,119,188,0
test,130,122,73,222,1
test,195,156,79,221,0
test,141,170,6,99,1
test,176,198,58,214,0
test,151,218,35,177,0
test,122,138,52,219,1
test,124,162,21,134,1
test,100,112,77,225,1
test,206,231,16,101,0
test,80,243,81,109,0
test,89,253,90,120,0
test,76,17,189,138,1
test,206,95,90,203,0
test,172,107,93,201,0
test,196,216,27,193,0
test,129,134,56,204,1
test,137,186,80,194,0
test,229,229,16,123,0
test,192,144,82,253,0
test,201,112,87,230,0
test,176,192,45,174,0
test,186,90,100,184,0
test,112,133,55,211,1
test,195,227,14,121,0
test,224,128,65,230,0
test,197,95,105,231,0
test,101,111,105,210,1
test,90,144,52,184,1
test,146,184,81,199,0
test,51,165,67,180,1
test,54,169,51,104,1
test,132,193,41,145,0
test,145,205,65,181,0
test,125,111,57,217,1
test,161,129,104,180,0
test,138,161,106,221,0
test,106,164,39,126,1
test,208,147,53,226,0
test,116,157,25,173,1
test,75,136,63,205,1
test,98,43,143,163,1
test,29,202,59,23,1
test,63,70,174,192,1
test,187,224,11,108,0
test,72,64,183,202,1
test,188,188,50,189,0
test,56,158,65,176,1
test,100,140,148,218,0
test,121,91,80,221,1
test,160,137,110,233,0
test,174,224,23,132,0
test,98,159,32,148,1
test,116,129,53,209,1
test,56,53,196,168,1
test,168,156,79,203,0
test,52,13,223,170,1
test,143,132,120,171,0
test,147,156,107,209,0
test,169,125,118,186,0
test,137,123,46,211,1
test,54,161,68,188,1
test,186,100,114,223,0
test,113,161,18,121,1
test,164,108,89,185,0
test,75,5,206,141,1
test,195,144,80,255,0
test,214,187,35,208,0
test,147,218,40,164,0
test,109,155,30,169,1
test,194,215,25,189,0
test,201,204,38,207,0
test,159,178,73,205,0
test,195,146,69,237,0
