split,q0,q1,q2,q3,y
test,179,235,22,99,0
test,175,195,49,177,0
test,177,165,66,217,0
test,129,224,60,161,0
test,102,68,121,196,1
test,140,230,41,102,0
test,42,72,183,173,1
test,102,132,134,186,0
test,164,155,85,207,0
test,158,207,57,148,0
test,179,161,62,212,0
test,85,166,43,131,1
test,132,134,53,221,1
test,181,236,19,96,0
test,176,203,53,137,0
test,147,212,43,164,0
test,98,163,33,147,1
test,63,170,54,108,1
test,118,71,111,224,1
test,129,116,151,216,0
test,136,89,108,175,0
test,63,74,169,179,1
test,93,159,33,143,1
test,84,129,73,188,1
test,82,66,157,248,1
test,97,54,136,170,1
test,53,158,66,182,1
test,174,193,49,182,0
test,94,238,79,118,0
test,140,131,72,185,0
test,144,195,46,174,0
test,88,163,33,141,1
test,47,202,55,41,1
test,97,245,87,121,0
test,193,215,23,177,0
test,220,204,32,178,0
test,61,50,194,176,1
test,82,77,125,213,1
test,162,177,81,213,0
test,130,165,10,96,1
test,117,101,100,226,1
test,141,169,6,94,1
test,127,215,68,100,0
test,140,165,14,157,1
test,170,170,5,149,1
test,107,69,111,197,1
test,206,127,61,205,0
test,179,196,54,209,0
test,98,86,126,207,1
test,63,72,171,171,1
test,109,149,134,214,0
test,102,110,76,219,1
test,143,95,76,235,1
test,140,131,72,185,0
test,188,186,56,191,0
test,95,40,143,176,1
test,158,192,56,142,0
test,184,185,61,171,0
test,132,167,9,97,1
test,170,203,43,122,0
test,180,218,22,176,0
test,133,194,80,178,0
test,224,213,21,162,0
test,179,185,66,164,0
test,202,95,90,199,0
test,124,210,24,140,0
test,58,170,55,148,1
test,97,164,45,143,1
test,152,170,6,138,1
test,154,163,61,195,0
test,171,209,55,122,0
test,162,86,148,150,0
test,132,162,20,132,1
test,56,167,51,105,1
test,229,222,4,107,0
test,109,62,124,207,1
test,146,194,64,188,0
test,211,235,8,96,0
test,142,154,112,211,0
test,201,102,86,203,0
test,140,128,60,209,1
test,204,204,35,171,0
test,154,89,147,158,0
test,177,89,124,200,0
test,205,103,84,216,0
test,122,135,54,190,1
test,234,206,29,177,0
test,64,51,194,168,1
test,193,191,37,190,0
test,115,223,16,24,0
test,88,64,140,212,1
test,207,100,86,203,0
test,2,217,60,92,1
test,90,147,59,159,1
test,215,204,37,190,0
test,203,141,66,221,0
test,178,85,128,198,0
test,139,184,78,187,0
test,167,151,82,196,0
test,151,139,118,185,0
test,90,131,79,230,1
test,73,137,88,193,1
test,79,240,86,69,0
test,177,196,51,207,0
test,197,160,67,205,0
test,98,158,34,154,1
test,140,98,77,224,1
test,94,49,159,220,1
test,219,209,26,164,0
test,99,111,75,215,1
test,91,143,52,179,1
test,174,193,50,203,0
test,159,153,94,202,0
test,185,100,86,186,0
test,112,132,126,164,0
test,193,94,102,207,0
test,153,172,5,131,1
test,103,122,84,207,1
test,127,197,68,183,0
test,182,227,23,126,0
test,149,155,86,194,0
test,95,207,40,156,0
test,81,133,78,221,1
test,144,218,32,166,0
test,68,128,81,212,1
test,95,67,116,191,1
test,133,221,57,155,0
test,113,89,82,210,1
test,117,105,99,221,1
test,158,219,33,181,0
test,220,134,60,206,0
test,110,139,39,187,1
test,149,211,43,160,0
test,169,181,38,171,0
test,186,107,83,205,0
test,106,108,108,209,1
test,114,160,44,164,1
test,181,218,21,174,0
test,136,138,66,188,0
test,130,199,36,125,0
test,139,100,92,175,0
test,183,136,108,193,0
test,191,140,75,207,0
test,80,66,141,212,1
test,98,142,155,220,0
test,72,49,173,221,1
test,109,150,141,222,0
test,192,163,68,204,0
test,192,215,25,185,0
test,128,191,70,172,0
test,94,243,86,122,0
test,182,93,98,191,0
test,92,117,71,209,1
test,201,86,95,186,0
test,126,204,71,114,0
test,113,162,38,130,1
test,129,130,57,226,1
test,150,138,124,185,0
test,7,196,66,22,1
test,29,218,54,60,1
test,102,150,137,219,0
test,84,60,134,183,1
test,218,198,36,190,0
test,140,219,48,155,0
test,165,216,32,181,0
test,199,100,87,200,0
test,70,158,62,178,1
test,59,54,170,213,1
test,133,150,22,184,1
test,184,153,73,197,0
test,105,134,66,239,1
test,32,202,58,27,1
test,104,153,53,164,1
test,137,194,54,185,0
test,213,162,35,205,0
test,102,235,89,103,0
test,179,161,62,212,0
test,181,221,22,174,0
test,100,128,76,242,1
test,174,88,123,203,0
test,134,151,21,183,1
test,113,158,24,170,1
test,190,199,44,203,0
test,88,241,87,122,0
test,101,72,117,212,1
test,132,121,69,210,1
test,206,201,31,170,0
test,125,130,112,202,0
test,134,126,54,226,1
test,220,184,31,186,0
test,95,123,86,200,1
test,81,228,43,71,0
test,168,195,63,147,0
test,117,127,54,209,1
test,53,199,57,49,1
test,130,214,73,106,0
test,179,189,53,182,0
test,103,51,155,221,1
test,110,71,117,217,1
test,164,205,60,126,0
test,181,152,78,207,0
test,88,130,89,209,1
test,104,251,66,23,0
test,150,207,70,132,0
test,65,12,225,181,1
test,67,163,50,117,1
test,97,158,30,146,1
test,160,172,8,143,1
