split,q0,q1,q2,q3,y
test,218,95,91,201,0
test,219,104,90,224,0
test,157,161,107,214,0
test,64,0,254,133,1
test,83,64,128,179,1
test,149,176,5,56,1
test,131,166,8,89,1
test,119,213,79,88,0
test,159,211,35,146,0
test,89,165,51,164,1
test,168,205,57,118,0
test,148,220,50,140,0
test,89,60,147,217,1
test,232,166,39,221,0
test,106,112,87,209,1
test,98,67,121,208,1
test,22,204,65,122,1
test,95,242,88,66,0
test,185,197,50,206,0
test,174,130,111,188,0
test,91,110,78,206,1
test,193,87,101,191,0
test,197,222,14,106,0
test,173,143,72,216,0
test,255,180,30,208,0
test,185,235,24,96,0
test,34,200,59,14,1
test,177,225,25,125,0
test,149,152,24,192,1
test,231,131,60,223,0
test,201,172,65,203,0
test,0,219,62,79,1
test,128,219,18,26,0
test,72,129,70,196,1
test,142,139,103,169,0
test,211,132,69,219,0
test,207,133,84,248,0
test,80,29,159,146,1
test,146,149,24,189,1
test,166,119,76,188,0
test,187,141,66,217,0
test,165,68,149,172,0
test,234,228,13,103,0
test,89,127,74,228,1
test,204,190,36,194,0
test,199,199,44,200,0
test,137,220,18,40,0
test,146,159,91,193,0
test,146,147,23,191,1
test,239,186,32,188,0
test,114,157,45,156,1
test,59,167,55,100,1
test,88,241,79,62,0
test,199,159,67,208,0
test,240,184,32,193,0
test,150,167,4,92,1
test,90,40,163,173,1
test,137,144,43,180,1
test,237,231,10,87,0
test,179,158,50,191,0
test,109,147,42,159,1
test,98,43,159,191,1
test,224,137,67,224,0
test,214,223,15,116,0
test,157,171,82,202,0
test,48,5,248,120,1
test,83,120,102,214,1
test,128,219,18,26,0
test,179,155,82,199,0
test,104,29,169,182,1
test,111,74,109,211,1
test,213,83,97,180,0
test,218,200,22,158,0
test,97,47,144,178,1
test,203,228,14,82,0
test,161,206,62,140,0
test,98,64,133,223,1
test,67,156,60,169,1
test,135,137,53,195,1
test,93,125,78,238,1
test,128,208,80,98,0
test,65,168,58,142,1
test,58,156,67,175,1
test,203,157,66,203,0
test,114,221,78,74,0
test,98,245,81,64,0
test,118,163,20,110,1
test,106,83,131,203,1
test,206,232,17,88,0
test,193,190,60,159,0
test,86,86,130,193,1
test,115,109,58,197,1
test,85,238,80,109,0
test,203,224,15,107,0
test,132,163,9,89,1
test,210,162,43,209,0
test,207,238,15,87,0
test,123,139,41,180,1
test,81,248,66,0,0
test,165,176,2,115,1
test,225,200,22,166,0
test,165,166,14,152,1
test,97,67,113,194,1
test,97,43,161,192,1
test,170,138,110,230,0
test,193,194,52,216,0
test,73,134,88,193,1
test,110,143,144,210,0
test,136,87,82,230,1
test,82,129,66,196,1
test,184,196,47,196,0
test,163,162,91,197,0
test,202,94,103,227,0
test,167,189,70,144,0
test,118,65,124,210,1
test,59,6,201,117,1
test,139,137,67,184,0
test,77,169,54,95,1
test,85,60,135,180,1
test,108,235,80,88,0
test,162,139,33,215,1
test,122,161,22,125,1
test,109,114,87,207,1
test,108,229,83,56,0
test,208,165,67,204,0
test,105,162,37,110,1
test,60,4,247,138,1
test,162,151,24,192,1
test,219,204,32,164,0
test,202,223,15,112,0
test,195,80,100,166,0
test,203,93,104,218,0
test,86,146,49,158,1
test,229,209,23,156,0
test,197,224,17,110,0
test,166,189,68,208,0
test,151,139,33,205,1
test,102,141,55,180,1
test,132,136,52,213,1
test,78,174,52,89,1
test,164,87,150,150,0
test,168,135,110,221,0
test,156,155,81,190,0
test,91,131,47,173,1
test,207,139,72,236,0
test,223,227,11,88,0
test,154,143,117,184,0
test,94,66,112,184,1
test,170,128,116,221,0
test,142,99,93,170,0
test,153,165,80,184,0
test,66,133,66,187,1
test,125,77,112,233,1
test,79,43,159,170,1
test,122,128,54,205,1
test,138,174,82,190,0
test,198,220,14,97,0
test,176,231,25,115,0
test,126,154,26,178,1
test,192,214,26,175,0
test,162,85,147,156,0
test,151,205,56,129,0
test,212,239,13,87,0
test,125,210,37,112,0
test,88,249,67,7,0
test,231,181,27,181,0
test,151,63,151,162,0
test,149,162,14,153,1
test,143,228,40,86,0
test,70,169,54,149,1
test,169,219,20,148,0
test,127,149,31,175,1
test,195,225,16,103,0
test,165,128,116,226,0
test,173,74,145,173,0
test,123,153,26,169,1
test,102,38,163,197,1
test,203,200,40,171,0
test,115,162,18,113,1
test,22,219,56,45,1
test,160,149,25,191,1
test,211,221,4,65,0
test,221,150,60,235,0
test,62,5,203,128,1
test,119,77,104,217,1
test,206,228,16,95,0
test,130,119,48,209,1
test,191,91,109,219,0
test,141,165,10,100,1
test,150,163,15,152,1
test,54,164,53,98,1
test,101,163,39,106,1
test,170,147,26,200,1
test,127,162,19,118,1
test,197,87,98,198,0
test,69,123,87,212,1
test,202,138,69,219,0
test,193,147,82,210,0
test,106,117,84,194,1
test,83,129,73,220,1
test,139,197,70,178,0
test,117,222,17,9,0
test,104,132,46,182,1
test,35,208,59,83,1
test,71,7,231,191,1
test,131,145,43,176,1
test,163,206,49,107,0
test,214,101,92,226,0
